indivID,year,Y,D,X,L,M,Exp,E,groupID,timeeff,t,iID,iFE,group_timeID,gFE,gtFE
1,2005,2.514014520371862,1.0017034476835658,-1.0269414833390933,1.0381910772411467,1,1,-3.6428466407338926,1,1.17242791433562,2005.0,1.0,1.642739369620247,6,-0.5306208616597249,-0.6221147101386808
1,2006,1.052997496773101,0.26798479092823974,-0.3761261447720609,0.808321046212946,1,1,-0.4388947600758797,1,1.174155883818,2006.0,1.0,1.642739369620247,7,-0.5306208616597249,-0.623031606794343
1,2007,3.6687841642530747,1.5960274631058573,-0.70672554799412,0.2077371491617016,1,1,-0.3701422671499492,1,1.2250740668479225,2007.0,1.0,1.642739369620247,8,-0.5306208616597249,-0.650049856947828
1,2008,1.2826779374457866,0.4386627229097917,1.3110998354056376,1.1883481055140428,1,1,-0.45090287990778466,1,1.381401116556556,2008.0,1.0,1.642739369620247,9,-0.5306208616597249,-0.7330002507649458
1,2009,1.351029502443432,0.40162284728675074,-0.7629830701452713,0.6474280588194175,1,1,0.4401981194493463,1,1.113675273582449,2009.0,1.0,1.642739369620247,10,-0.5306208616597249,-0.590939333277449
1,2010,1.3320760179870539,0.34299628795265613,-0.33844892174364655,-0.04920621580369187,1,1,0.5049212053308509,1,0.9295261462510565,2010.0,1.0,1.642739369620247,11,-0.5306208616597249,-0.493225964658979
1,2011,3.2574236553656464,1.3324471267199651,0.2020860877770121,-0.979666090869648,1,1,-2.0170696721432946,1,1.0118062353372443,2011.0,1.0,1.642739369620247,12,-0.5306208616597249,-0.536885496427331
1,2012,1.3390765849858768,0.3913804134452061,0.3870875018024338,-0.4986706997164797,1,1,2.0460378307757403,1,1.0977891173903387,2012.0,1.0,1.642739369620247,13,-0.5306208616597249,-0.5825098073903304
2,1999,1.861500162683238,0.515324807132218,-0.2768733413674753,1.2360589030760845,0,1,-0.6614889916733713,1,1.14149659366282,1999.0,2.0,1.4417057026011308,0,-0.5306208616597249,-0.6057019061110065
2,2000,1.8415145855363655,0.4642676109997077,-0.7485760488743036,0.21744729654072198,0,1,-1.0080344414814209,1,0.9876800948136614,2000.0,2.0,1.4417057026011308,1,-0.5306208616597249,-0.5240836629541837
2,2001,1.5144464877322994,0.17662691749812548,-1.0610482063219213,0.9445292068783004,0,1,-0.6184958301395924,1,0.5253219404495543,2001.0,2.0,1.4417057026011308,2,-0.5306208616597249,-0.27874678069010117
2,2002,1.4693095203080269,0.15763642155932628,-1.691792844489015,0.018436476803668087,0,1,1.3502810767715194,1,0.5391658750492702,2002.0,2.0,1.4417057026011308,3,-0.5306208616597249,-0.2860926611961633
2,2003,0.9479473918156059,-0.014185457178340114,-1.0890349652836946,0.6421115368336314,0,1,2.6462843290834006,1,0.8773293412258665,2003.0,2.0,1.4417057026011308,4,-0.5306208616597249,-0.4655292510006281
2,2004,2.7134407127345264,0.8388971567840218,1.8082827171699394,0.32912506249208956,0,1,-0.9106261944297132,1,0.7494434550178404,2004.0,2.0,1.4417057026011308,5,-0.5306208616597249,-0.3976703318668077
2,2005,1.0137870935290383,0.09758598043547141,-0.024546512645029574,-0.3198331453886244,0,1,0.9071918600461135,1,1.17242791433562,2005.0,2.0,1.4417057026011308,6,-0.5306208616597249,-0.6221147101386808
2,2006,0.2185460282897146,-0.050315611817624784,-0.6678017617110679,-0.17862461746388897,1,1,-0.8788790282417915,1,1.174155883818,2006.0,2.0,1.4417057026011308,7,-0.5306208616597249,-0.623031606794343
2,2007,0.7855510339877347,0.2481885368514733,-1.6011338800115316,0.5620175538416605,1,1,-1.3437893878984202,1,1.2250740668479225,2007.0,2.0,1.4417057026011308,8,-0.5306208616597249,-0.650049856947828
2,2008,2.40234469442185,1.1023312776812388,1.0320665540988292,-0.7671098386606872,1,1,0.3876730965142247,1,1.381401116556556,2008.0,2.0,1.4417057026011308,9,-0.5306208616597249,-0.7330002507649458
2,2009,1.259003434780244,0.4564005354053075,1.230648173835567,0.13049253910853098,1,1,-0.0213186677828278,1,1.113675273582449,2009.0,2.0,1.4417057026011308,10,-0.5306208616597249,-0.590939333277449
2,2010,2.5699380933857263,1.0660594750972736,-1.4761791893208225,0.6694056713479998,1,1,-1.4179376542817257,1,0.9295261462510565,2010.0,2.0,1.4417057026011308,11,-0.5306208616597249,-0.493225964658979
2,2011,0.3159635207137873,-0.04465160073367469,-1.5422764595956018,0.5215811022403948,1,1,1.3602868138401072,1,1.0118062353372443,2011.0,2.0,1.4417057026011308,12,-0.5306208616597249,-0.536885496427331
2,2012,1.1275614912209546,0.3861133648292232,-0.338101637581154,-1.234639387650237,1,1,0.909507867347656,1,1.0977891173903387,2012.0,2.0,1.4417057026011308,13,-0.5306208616597249,-0.5825098073903304
3,1999,-2.326855856509139,-0.5950333504038102,-0.17454723543879386,0.8903745718061301,0,1,0.7694711370028742,1,1.14149659366282,1999.0,3.0,-0.5370375830945496,0,-0.5306208616597249,-0.6057019061110065
3,2000,-0.036225113544891774,0.5150231821627345,1.4729933565854905,1.092055290155946,0,1,-0.43397734999553844,1,0.9876800948136614,2000.0,3.0,-0.5370375830945496,1,-0.5306208616597249,-0.5240836629541837
3,2001,0.5115379514368851,0.6669961383022793,2.4303956904012627,-1.1897304174544696,0,1,0.149233850130974,1,0.5253219404495543,2001.0,3.0,-0.5370375830945496,2,-0.5306208616597249,-0.27874678069010117
3,2002,-1.6201765287613403,-0.4005257710907676,0.7109071916428578,1.402679145679114,0,1,0.5189534514790187,1,0.5391658750492702,2002.0,3.0,-0.5370375830945496,3,-0.5306208616597249,-0.2860926611961633
3,2003,-0.46673038998300814,0.2692645447799847,0.08605075812858679,2.2931674176741113,0,1,1.0064370021279503,1,0.8773293412258665,2003.0,3.0,-0.5370375830945496,4,-0.5306208616597249,-0.4655292510006281
3,2004,-0.5831353300198154,0.17666964067414168,-2.1053657774639523,-0.053959944700475965,0,1,-1.3343538570771725,1,0.7494434550178404,2004.0,3.0,-0.5370375830945496,5,-0.5306208616597249,-0.3976703318668077
3,2005,-0.689693380492806,0.23590900137709764,1.7262604059531677,-1.1412514021721627,0,1,-0.7781342654450989,1,1.17242791433562,2005.0,3.0,-0.5370375830945496,6,-0.5306208616597249,-0.6221147101386808
3,2006,-0.2122996903269339,0.4762660801818888,-0.14369853086638368,0.7871861432767862,0,1,0.9757559725212346,1,1.174155883818,2006.0,3.0,-0.5370375830945496,7,-0.5306208616597249,-0.623031606794343
3,2007,0.23602893410735393,0.9663901377636842,1.0585898535759861,-0.8124879508107853,1,1,0.8257247567843753,1,1.2250740668479225,2007.0,3.0,-0.5370375830945496,8,-0.5306208616597249,-0.650049856947828
3,2008,0.17306989589852384,0.9764360451045323,1.2169470584934248,-1.1729529295516725,1,1,-1.8129384846385457,1,1.381401116556556,2008.0,3.0,-0.5370375830945496,9,-0.5306208616597249,-0.7330002507649458
3,2009,-0.1359895074870905,0.7497424165250794,0.6893398703116341,2.009125689804764,1,1,-0.5606385898179824,1,1.113675273582449,2009.0,3.0,-0.5370375830945496,10,-0.5306208616597249,-0.590939333277449
3,2010,-1.0062619897190652,0.26331736584646404,0.02888157498145581,1.0352054750919588,1,1,-1.4588123352314633,1,0.9295261462510565,2010.0,3.0,-0.5370375830945496,11,-0.5306208616597249,-0.493225964658979
3,2011,0.33643040613336067,0.9599766259574076,-2.1445402872676844,1.3418931113710533,1,1,2.012221402259777,1,1.0118062353372443,2011.0,3.0,-0.5370375830945496,12,-0.5306208616597249,-0.536885496427331
3,2012,-0.6983724370388412,0.46290198665630095,-0.24543617590925765,-0.25730485012878773,1,1,-0.6281426706783956,1,1.0977891173903387,2012.0,3.0,-0.5370375830945496,13,-0.5306208616597249,-0.5825098073903304
4,1999,-1.0289763298579164,-0.042997732054929155,1.0003675793299256,-0.8813980559656225,0,1,-1.2678461582011042,1,1.14149659366282,1999.0,4.0,-0.337708936957601,0,-0.5306208616597249,-0.6057019061110065
4,2000,2.394343285332834,1.6362491885651351,-1.1223039170285714,-0.41227079414188983,0,1,-1.296729752376151,1,0.9876800948136614,2000.0,4.0,-0.337708936957601,1,-0.5306208616597249,-0.5240836629541837
4,2001,0.07257164739156124,0.34624490705490624,0.8927478485705796,0.111445653295895,0,1,1.5114021839831475,1,0.5253219404495543,2001.0,4.0,-0.337708936957601,2,-0.5306208616597249,-0.27874678069010117
4,2002,-0.8042564576701636,-0.09068083392783888,-0.6786971265574234,0.9965121382967818,0,1,-0.3685336063842025,1,0.5391658750492702,2002.0,4.0,-0.337708936957601,3,-0.5306208616597249,-0.2860926611961633
4,2003,-1.0792328606650996,-0.1386907903049601,-0.8207139156094991,0.7041880664250834,0,1,-0.7353379663235259,1,0.8773293412258665,2003.0,4.0,-0.337708936957601,4,-0.5306208616597249,-0.4655292510006281
4,2004,-0.1906051952914823,0.2737558158456917,1.2648794104811678,-0.64554430805741,0,1,1.6209306985395808,1,0.7494434550178404,2004.0,4.0,-0.337708936957601,5,-0.5306208616597249,-0.3976703318668077
4,2005,-0.15578662452938882,0.6552949862145191,-0.8800020447367847,-1.919337892451773,1,1,0.30862516021516434,1,1.17242791433562,2005.0,4.0,-0.337708936957601,6,-0.5306208616597249,-0.6221147101386808
4,2006,-3.7620433221837426,-1.1564335570009039,-0.21342174260080032,0.3610362165407863,1,1,-0.42112414784702706,1,1.174155883818,2006.0,4.0,-0.337708936957601,7,-0.5306208616597249,-0.623031606794343
4,2007,-0.2765335563373707,0.6086558982754062,1.363688889897811,0.25186129310848787,1,1,-0.9479700859938945,1,1.2250740668479225,2007.0,4.0,-0.337708936957601,8,-0.5306208616597249,-0.650049856947828
4,2008,-3.2354262849086384,-0.8365412548673827,-2.8092056065159468,-1.7403781579749522,1,1,0.5880544438511692,1,1.381401116556556,2008.0,4.0,-0.337708936957601,9,-0.5306208616597249,-0.7330002507649458
4,2009,0.9200384200839884,1.1802445679995168,-1.1943670694998898,-0.4501407861141245,1,1,-0.6830592923250242,1,1.113675273582449,2009.0,4.0,-0.337708936957601,10,-0.5306208616597249,-0.590939333277449
4,2010,-0.3276754999937143,0.5041504530768169,-0.3991398303527439,-0.8358202022593594,1,1,0.6885193356055416,1,0.9295261462510565,2010.0,4.0,-0.337708936957601,11,-0.5306208616597249,-0.493225964658979
4,2011,-0.83596507163397,0.2706680209803829,-0.32057912392036375,-0.4401774799932498,1,1,-0.6396187761506613,1,1.0118062353372443,2011.0,4.0,-0.337708936957601,12,-0.5306208616597249,-0.536885496427331
4,2012,0.5622348731023978,0.9962078479649896,1.2327775632963802,1.568164759965943,1,1,-1.588940929643372,1,1.0977891173903387,2012.0,4.0,-0.337708936957601,13,-0.5306208616597249,-0.5825098073903304
5,1999,0.3889566666404524,0.5256397257008736,-0.3405948951103325,0.12376518669239256,0,1,-0.8047254471616432,1,1.14149659366282,1999.0,5.0,-0.05136448139327948,0,-0.5306208616597249,-0.6057019061110065
5,2000,-2.023665799258108,-0.727747565281731,-0.3433903450089772,1.9572181473433174,0,1,-0.19157400345045258,1,0.9876800948136614,2000.0,5.0,-0.05136448139327948,1,-0.5306208616597249,-0.5240836629541837
5,2001,-2.2745895074084337,-0.9771247463944991,0.0674895251732649,-0.08951430149487889,0,1,0.5778720860200549,1,0.5253219404495543,2001.0,5.0,-0.05136448139327948,2,-0.5306208616597249,-0.27874678069010117
5,2002,-1.8097347473582404,-0.7398379923461295,0.3108350567455599,-1.437375892509147,0,1,0.7338060092645093,1,0.5391658750492702,2002.0,5.0,-0.05136448139327948,3,-0.5306208616597249,-0.2860926611961633
5,2003,-0.8103638022093005,-0.14747239689215724,-0.6446377830769063,0.1951570194423202,0,1,0.10004319040296422,1,0.8773293412258665,2003.0,5.0,-0.05136448139327948,4,-0.5306208616597249,-0.4655292510006281
5,2004,0.13373773878456563,0.2928505286656547,-0.3702416004560517,1.567093043659237,0,1,-1.478602866014903,1,0.7494434550178404,2004.0,5.0,-0.05136448139327948,5,-0.5306208616597249,-0.3976703318668077
5,2005,-0.7742300178879238,-0.05062855595777055,0.5492000023028158,0.5725357453888323,0,1,-1.190589355055689,1,1.17242791433562,2005.0,5.0,-0.05136448139327948,6,-0.5306208616597249,-0.6221147101386808
5,2006,-2.18895909183295,-0.7610869365051898,1.2050650464621078,0.5558725177195732,0,1,-0.7736721664409115,1,1.174155883818,2006.0,5.0,-0.05136448139327948,7,-0.5306208616597249,-0.623031606794343
5,2007,-1.0280336630254188,-0.16413031391171423,-0.03616819436034191,1.3458239431689547,0,1,0.6533924473673333,1,1.2250740668479225,2007.0,5.0,-0.05136448139327948,8,-0.5306208616597249,-0.650049856947828
5,2008,-0.25610065436188456,0.2654593355760506,-0.4824977119355112,-0.294283177937311,0,1,1.097744764974898,1,1.381401116556556,2008.0,5.0,-0.05136448139327948,9,-0.5306208616597249,-0.7330002507649458
5,2009,1.0655117189553291,1.1094550420231446,0.45020526486187346,-1.4642015326597166,1,1,-0.13422636904171753,1,1.113675273582449,2009.0,5.0,-0.05136448139327948,10,-0.5306208616597249,-0.590939333277449
5,2010,1.125715287342372,1.0906058961782061,0.9188800652306188,1.7030499256712346,1,1,-0.4760847369705388,1,0.9295261462510565,2010.0,5.0,-0.05136448139327948,11,-0.5306208616597249,-0.493225964658979
5,2011,0.05608621117581197,0.5750433110534786,-0.05828804346022777,-1.0107273871685198,1,1,-0.6627627552346115,1,1.0118062353372443,2011.0,5.0,-0.05136448139327948,12,-0.5306208616597249,-0.536885496427331
5,2012,0.2729302081948009,0.7069369331549803,0.7867171521352231,-1.970561899783194,1,1,-1.1678904445297946,1,1.0977891173903387,2012.0,5.0,-0.05136448139327948,13,-0.5306208616597249,-0.5825098073903304
6,1999,1.109055189386775,-0.028848366427964553,-0.8938874263539136,1.1950031785197963,0,1,-0.9973998484304647,1,1.14149659366282,1999.0,6.0,1.772165344689431,0,-0.5306208616597249,-0.6057019061110065
6,2000,2.96207055778086,0.8613009427364887,-2.1767188815850878,0.08491178985285389,0,1,0.6726434899501048,1,0.9876800948136614,2000.0,6.0,1.772165344689431,1,-0.5306208616597249,-0.5240836629541837
6,2001,1.6409857259059344,0.07415435271688671,0.5231095494718285,-1.6830519376857063,0,1,-0.27334972364814947,1,0.5253219404495543,2001.0,6.0,1.772165344689431,2,-0.5306208616597249,-0.27874678069010117
6,2002,-0.009698748795477496,-0.75164393582349,1.5808756872798633,-0.47862151702153005,0,1,0.24544841674956286,1,0.5391658750492702,2002.0,6.0,1.772165344689431,3,-0.5306208616597249,-0.2860926611961633
6,2003,1.6223313598939977,0.15864083728904255,1.3909267759399826,-0.8544473514791603,0,1,-2.283845819844786,1,0.8773293412258665,2003.0,6.0,1.772165344689431,4,-0.5306208616597249,-0.4655292510006281
6,2004,2.056006102609756,0.34246788431514197,-0.5130698817492614,-1.0482719648742946,0,1,-0.04798912633139559,1,0.7494434550178404,2004.0,6.0,1.772165344689431,5,-0.5306208616597249,-0.3976703318668077
6,2005,0.8997442246930203,-0.12578211550639692,0.25601505781966144,-0.43716167390516464,0,1,1.6251379987975059,1,1.17242791433562,2005.0,6.0,1.772165344689431,6,-0.5306208616597249,-0.6221147101386808
6,2006,-0.1286208469737895,-0.6420877310898883,0.13662202441475177,1.3102727500983247,0,1,-0.9544836422741436,1,1.174155883818,2006.0,6.0,1.772165344689431,7,-0.5306208616597249,-0.623031606794343
6,2007,-0.49918318180866805,-0.8147229495227493,-0.6745091006122473,-2.163330968052488,0,1,1.2157636253334951,1,1.2250740668479225,2007.0,6.0,1.772165344689431,8,-0.5306208616597249,-0.650049856947828
6,2008,2.6494275797807276,1.0604334099780113,-2.772299933107764,0.5992799067314837,1,1,0.491671724418395,1,1.381401116556556,2008.0,6.0,1.772165344689431,9,-0.5306208616597249,-0.7330002507649458
6,2009,0.18843035866851743,-0.24763600640375105,-0.4473151459166507,-0.2409423996919892,1,1,-0.18558326489879562,1,1.113675273582449,2009.0,6.0,1.772165344689431,10,-0.5306208616597249,-0.590939333277449
6,2010,2.9129616377246657,1.0723729938161877,-0.6845169619745372,-0.1050397633721545,1,1,-0.17347488289439292,1,0.9295261462510565,2010.0,6.0,1.772165344689431,11,-0.5306208616597249,-0.493225964658979
6,2011,0.4664045719367451,-0.1351132041835954,-0.4776394889153927,-0.8927982387869225,1,1,1.9935568233687015,1,1.0118062353372443,2011.0,6.0,1.772165344689431,12,-0.5306208616597249,-0.536885496427331
6,2012,0.8556781661534187,0.08342845671071264,1.2446313834532212,-1.7701700262743663,1,1,0.12017295907193734,1,1.0977891173903387,2012.0,6.0,1.772165344689431,13,-0.5306208616597249,-0.5825098073903304
7,1999,2.111947556328344,0.5784589425894363,-0.4981644571958535,0.5144661303188292,0,1,-1.112178451821556,1,1.14149659366282,1999.0,7.0,1.5665161666863725,0,-0.5306208616597249,-0.6057019061110065
7,2000,0.41805466981639317,-0.31375770548532445,0.01987184276397869,0.07800208455671802,0,1,1.1343039996068052,1,0.9876800948136614,2000.0,7.0,1.5665161666863725,1,-0.5306208616597249,-0.5240836629541837
7,2001,-0.6342802105559003,-0.9658540686191818,0.3300591598070203,0.550612247339182,0,1,1.1504057322169916,1,0.5253219404495543,2001.0,7.0,1.5665161666863725,2,-0.5306208616597249,-0.27874678069010117
7,2002,1.1586296102975966,-0.061202962408348,0.44381716183258685,0.7420745391667161,0,1,0.5854470245413201,1,0.5391658750492702,2002.0,7.0,1.5665161666863725,3,-0.5306208616597249,-0.2860926611961633
7,2003,0.19754054151643174,-0.45399315284890085,0.5828502501765861,2.0120933413682196,0,1,-0.27868954614050495,1,0.8773293412258665,2003.0,7.0,1.5665161666863725,4,-0.5306208616597249,-0.4655292510006281
7,2004,1.1053590853671453,-0.031902889172070126,0.06675445637868589,-0.730916698423375,0,1,-0.4858433765767484,1,0.7494434550178404,2004.0,7.0,1.5665161666863725,5,-0.5306208616597249,-0.3976703318668077
7,2005,2.398737073689178,0.7308219181615508,-0.2667121488113102,-1.4325727993906134,0,1,1.0771099092592147,1,1.17242791433562,2005.0,7.0,1.5665161666863725,6,-0.5306208616597249,-0.6221147101386808
7,2006,0.7898449353252284,-0.07720584149085487,-0.217867295798164,0.19950016888439231,0,1,2.2695101203091697,1,1.174155883818,2006.0,7.0,1.5665161666863725,7,-0.5306208616597249,-0.623031606794343
7,2007,1.8829018368507526,0.4856459935237226,0.25055645430116896,-0.9526462638622618,0,1,-1.3866537144115754,1,1.2250740668479225,2007.0,7.0,1.5665161666863725,8,-0.5306208616597249,-0.650049856947828
7,2008,0.5114506049834491,-0.16184186479295354,1.8297847044128623,-0.7649584865530852,0,1,-1.7840514679899322,1,1.381401116556556,2008.0,7.0,1.5665161666863725,9,-0.5306208616597249,-0.7330002507649458
7,2009,1.527393182116359,0.5285509289987114,-0.32836586283180463,1.3465717292415464,1,1,0.19355872021651643,1,1.113675273582449,2009.0,7.0,1.5665161666863725,10,-0.5306208616597249,-0.590939333277449
7,2010,1.355740931907365,0.39319132154772435,0.05704093567671701,0.14453004003374412,1,1,-1.4318154593980923,1,0.9295261462510565,2010.0,7.0,1.5665161666863725,11,-0.5306208616597249,-0.493225964658979
7,2011,2.1127082079038018,0.7955163505752563,0.21876255700899525,-0.8187907145697655,1,1,-0.8192404960753461,1,1.0118062353372443,2011.0,7.0,1.5665161666863725,12,-0.5306208616597249,-0.536885496427331
7,2012,0.41472508502474936,-0.03481471068909181,0.38606962867525046,0.2974695325345189,1,1,-1.0126229969719083,1,1.0977891173903387,2012.0,7.0,1.5665161666863725,13,-0.5306208616597249,-0.5825098073903304
8,1999,-0.721806788446283,0.824681300469502,0.6044586426826296,-0.9126610803285106,0,1,-0.2347268286677193,1,1.14149659366282,1999.0,8.0,-1.7572206702695856,0,-0.5306208616597249,-0.6057019061110065
8,2000,-0.8427055616401794,0.7229139555696432,0.3210762648225991,1.4881219800290886,0,1,0.7354897284921948,1,0.9876800948136614,2000.0,8.0,-1.7572206702695856,1,-0.5306208616597249,-0.5240836629541837
8,2001,-3.1147392706361865,-0.5420963917972361,0.34052128148260824,0.39813583709460715,0,1,-0.10276987570133703,1,0.5253219404495543,2001.0,8.0,-1.7572206702695856,2,-0.5306208616597249,-0.27874678069010117
8,2002,-2.9902241541666403,-0.22457830286476943,0.28889908194205627,1.4145296830595209,1,1,-0.7501098410504935,1,0.5391658750492702,2002.0,8.0,-1.7572206702695856,3,-0.5306208616597249,-0.2860926611961633
8,2003,-1.8135228524868434,0.4568980245142563,1.3142533182754368,0.48268313071308167,1,1,1.1369305980008235,1,0.8773293412258665,2003.0,8.0,-1.7572206702695856,4,-0.5306208616597249,-0.4655292510006281
8,2004,-2.2509205600828284,0.20300022213746977,-2.1090090430393897,-0.35679499647230956,1,1,-1.5333073456608675,1,0.7494434550178404,2004.0,8.0,-1.7572206702695856,5,-0.5306208616597249,-0.3976703318668077
8,2005,-0.9098192523426538,0.9897065970178958,-0.2255890230256593,0.8199344939925918,1,1,-0.6716521109011773,1,1.17242791433562,2005.0,8.0,-1.7572206702695856,6,-0.5306208616597249,-0.6221147101386808
8,2006,-1.2836394258681034,0.8023180156762941,-0.4431468397194562,1.2350792481578794,1,1,0.8751533762922367,1,1.174155883818,2006.0,8.0,-1.7572206702695856,7,-0.5306208616597249,-0.623031606794343
8,2007,-2.736248991056454,0.08594047043264313,0.2738534745526736,0.018705644385432575,1,1,0.4249629408215708,1,1.2250740668479225,2007.0,8.0,-1.7572206702695856,8,-0.5306208616597249,-0.650049856947828
8,2008,-3.2580077444987983,-0.1345662429468678,1.0457963320036887,0.41083157323851466,1,1,2.0690510704400773,1,1.381401116556556,2008.0,8.0,-1.7572206702695856,9,-0.5306208616597249,-0.7330002507649458
8,2009,-0.7035124280380927,1.077712349501981,1.080343119410279,-0.2786703929196889,1,1,-0.22135188261103173,1,1.113675273582449,2009.0,8.0,-1.7572206702695856,10,-0.5306208616597249,-0.590939333277449
8,2010,-1.9087724308960057,0.42295186132289386,-1.5010898716059973,-0.738001031182083,1,1,-1.5420437882137927,1,0.9295261462510565,2010.0,8.0,-1.7572206702695856,11,-0.5306208616597249,-0.493225964658979
8,2011,-1.5518821929384436,0.6242331526424487,2.2824695393813372,-1.1659895091623182,1,1,-0.6565195332662077,1,1.0118062353372443,2011.0,8.0,-1.7572206702695856,12,-0.5306208616597249,-0.536885496427331
8,2012,-0.9797241185466475,0.9346765623684766,-0.7597587729246078,-0.1646083216646401,1,1,1.6621853720600204,1,1.0977891173903387,2012.0,8.0,-1.7572206702695856,13,-0.5306208616597249,-0.5825098073903304
9,1999,0.2816225500935365,0.4837158091461029,-0.11383649882787705,-0.24761512263010357,0,1,-0.051500021167261406,1,1.14149659366282,1999.0,9.0,-0.07527000399620183,0,-0.5306208616597249,-0.6057019061110065
9,2000,0.23002469196808756,0.4167730446826498,-0.3438185821648169,1.525073976480465,0,1,0.07447563343285825,1,0.9876800948136614,2000.0,9.0,-0.07527000399620183,1,-0.5306208616597249,-0.5240836629541837
9,2001,-0.041585695024905445,0.15700054756854148,1.4371813730951304,0.3915901654194391,0,1,-0.8768241591413352,1,0.5253219404495543,2001.0,9.0,-0.07527000399620183,2,-0.5306208616597249,-0.27874678069010117
9,2002,0.3281680357911787,0.346497839690223,-1.5048409633551436,0.21136261980067012,0,1,-0.5757813177990662,1,0.5391658750492702,2002.0,9.0,-0.07527000399620183,3,-0.5306208616597249,-0.2860926611961633
