indivID,year,Y,D,X,M,Exp,E,groupID,timeeff,t,iID,iFE,group_timeID,gFE,gtFE
3,2011,7.363317140053802,3.1640891701449503,13.246237774966424,1,1,4.848860168171775,1,1.4943292999935087,2011.0,3.0,-1.2470884520160224,12,0.9965971797455898,1.4892443659847323
3,2012,5.694586112629587,2.7185171740724456,8.419295946801356,1,1,9.202000434758023,1,1.1939586201368362,2012.0,3.0,-1.2470884520160224,13,0.9965971797455898,1.1898957935613068
4,1999,3.450413925239436,1.2735859294985208,4.141163669259677,0,1,13.097828395500803,1,1.1336882559299593,1999.0,4.0,-0.6279689599590816,0,0.9965971797455898,1.1298305185704938
4,2000,3.0777526116954426,1.182106170529333,1.5233153976938918,0,1,13.676409573395159,1,1.205099489483155,2000.0,4.0,-0.6279689599590816,1,0.9965971797455898,1.2009987525317625
4,2001,4.236869692434089,1.6617067320503187,4.569423317667921,0,1,11.059858681929134,1,1.104859562343265,2001.0,4.0,-0.6279689599590816,2,0.9965971797455898,1.1010999238462447
4,2002,3.072074171373538,1.0304269196152565,2.47865292381194,0,1,8.162549535777329,1,1.406414043109044,2002.0,4.0,-0.6279689599590816,3,0.9965971797455898,1.4016282689170656
4,2003,2.2116752183157757,0.46325002401512355,4.248021905693596,0,1,3.5454217079279466,1,1.498072110033993,2003.0,4.0,-0.6279689599590816,4,0.9965971797455898,1.4929744399154024
4,2004,3.648642858897795,1.8241261323625075,4.633473992329492,1,1,13.096600557974696,1,0.685586343317726,2004.0,4.0,-0.6279689599590816,5,0.9965971797455898,0.6832534162225374
4,2005,3.2279548723264435,1.372539826809664,3.5770191477811535,1,1,9.528057984394028,1,1.271193304479933,2005.0,4.0,-0.6279689599590816,6,0.9965971797455898,1.266867662156178
4,2006,0.3833568931914261,0.250343391011449,2.0673806049083847,1,1,4.702316303098105,1,0.8091578633131834,2006.0,4.0,-0.6279689599590816,7,0.9965971797455898,0.806404444546886
4,2007,3.010594013117761,1.5575844823636689,1.7446747956262134,1,1,6.624856129828203,1,0.8674541642102673,2007.0,4.0,-0.6279689599590816,8,0.9965971797455898,0.8645023736105202
4,2008,3.6470514100946247,1.861241486575466,4.788116096430914,1,1,10.690344084835075,1,0.5943607047700545,2008.0,4.0,-0.6279689599590816,9,0.9965971797455898,0.5923382021254375
4,2009,2.902456639534695,1.3117466234465633,3.9450079156550735,1,1,3.9386008045662093,1,1.0290507018406467,2009.0,4.0,-0.6279689599590816,10,0.9965971797455898,1.0255490272696084
4,2010,1.4893544437815491,0.8879004483466268,2.522232394194168,1,1,4.562551511580474,1,0.6002207153186294,2010.0,4.0,-0.6279689599590816,11,0.9965971797455898,0.5981782721114266
4,2011,1.9191055560428887,0.6057248449164826,3.524377086334381,1,1,4.848860168171775,1,1.4943292999935087,2011.0,4.0,-0.6279689599590816,12,0.9965971797455898,1.4892443659847323
4,2012,2.2829967098416586,1.0124300781642939,2.0633402069248876,1,1,9.202000434758023,1,1.1939586201368362,2012.0,4.0,-0.6279689599590816,13,0.9965971797455898,1.1898957935613068
5,1999,1.8021972569915563,0.6328324240232477,1.9930643215021278,0,1,13.097828395500803,1,1.1336882559299593,1999.0,5.0,-0.7862762175354131,0,0.9965971797455898,1.1298305185704938
5,2000,0.10779035655573904,-0.20671523072346593,1.0443113069908683,0,1,13.676409573395159,1,1.205099489483155,2000.0,5.0,-0.7862762175354131,1,0.9965971797455898,1.2009987525317625
5,2001,3.0417915116606737,1.2118549468372386,3.15376461143737,0,1,11.059858681929134,1,1.104859562343265,2001.0,5.0,-0.7862762175354131,2,0.9965971797455898,1.1010999238462447
5,2002,0.793724033668717,-0.03852561419023848,2.550379545256393,0,1,8.162549535777329,1,1.406414043109044,2002.0,5.0,-0.7862762175354131,3,0.9965971797455898,1.4016282689170656
5,2003,0.6135883308855157,0.05064860280920325,3.0609938891521202,1,1,3.5454217079279466,1,1.498072110033993,2003.0,5.0,-0.7862762175354131,4,0.9965971797455898,1.4929744399154024
5,2004,2.8494380521529377,1.5913223398349352,2.8572939719429247,1,1,13.096600557974696,1,0.685586343317726,2004.0,5.0,-0.7862762175354131,5,0.9965971797455898,0.6832534162225374
5,2005,2.7630211104034803,1.177344641067144,4.395138300590989,1,1,9.528057984394028,1,1.271193304479933,2005.0,5.0,-0.7862762175354131,6,0.9965971797455898,1.266867662156178
5,2006,2.2157017539267114,1.1703076829666605,3.6666123781158406,1,1,4.702316303098105,1,0.8091578633131834,2006.0,5.0,-0.7862762175354131,7,0.9965971797455898,0.806404444546886
5,2007,1.1834946987554518,0.6609997437646914,2.8987905258860898,1,1,6.624856129828203,1,0.8674541642102673,2007.0,5.0,-0.7862762175354131,8,0.9965971797455898,0.8645023736105202
5,2008,-0.47369389535241424,0.02761181922819711,1.6529659979344922,1,1,10.690344084835075,1,0.5943607047700545,2008.0,5.0,-0.7862762175354131,9,0.9965971797455898,0.5923382021254375
5,2009,3.251012258739876,1.6367665834083276,2.5457394802310915,1,1,3.9386008045662093,1,1.0290507018406467,2009.0,5.0,-0.7862762175354131,10,0.9965971797455898,1.0255490272696084
5,2010,0.8830940294146923,0.6622388469385334,2.5333666943099713,1,1,4.562551511580474,1,0.6002207153186294,2010.0,5.0,-0.7862762175354131,11,0.9965971797455898,0.5981782721114266
5,2011,3.5845215002771647,1.625217459383466,1.4737060765474808,1,1,4.848860168171775,1,1.4943292999935087,2011.0,5.0,-0.7862762175354131,12,0.9965971797455898,1.4892443659847323
5,2012,3.5850321610268945,1.6599355950014791,3.781407509480574,1,1,9.202000434758023,1,1.1939586201368362,2012.0,5.0,-0.7862762175354131,13,0.9965971797455898,1.1898957935613068
6,1999,1.8327962370389739,0.29699762868650825,2.271883510226191,0,1,13.097828395500803,1,1.1336882559299593,1999.0,6.0,-0.11524791364029059,0,0.9965971797455898,1.1298305185704938
6,2000,1.5561229439666318,0.0798781143748768,3.11414657469155,0,1,13.676409573395159,1,1.205099489483155,2000.0,6.0,-0.11524791364029059,1,0.9965971797455898,1.2009987525317625
6,2001,1.5066634480138266,0.13562085989066602,2.5092592662544724,0,1,11.059858681929134,1,1.104859562343265,2001.0,6.0,-0.11524791364029059,2,0.9965971797455898,1.1010999238462447
6,2002,1.6154446654274972,0.010415071235714835,3.083383183916498,0,1,8.162549535777329,1,1.406414043109044,2002.0,6.0,-0.11524791364029059,3,0.9965971797455898,1.4016282689170656
6,2003,4.525526030908238,1.4737260419799891,2.1508468109294823,0,1,3.5454217079279466,1,1.498072110033993,2003.0,6.0,-0.11524791364029059,4,0.9965971797455898,1.4929744399154024
6,2004,2.4769482197442416,0.7831538251885347,3.504666050368111,0,1,13.096600557974696,1,0.685586343317726,2004.0,6.0,-0.11524791364029059,5,0.9965971797455898,0.6832534162225374
6,2005,4.500774278210274,1.4605244639883717,4.427108463575278,0,1,9.528057984394028,1,1.271193304479933,2005.0,6.0,-0.11524791364029059,6,0.9965971797455898,1.266867662156178
6,2006,1.1296487324985414,0.048857104152365216,3.4126656432873945,0,1,4.702316303098105,1,0.8091578633131834,2006.0,6.0,-0.11524791364029059,7,0.9965971797455898,0.806404444546886
6,2007,3.3889815438702686,1.0783075768270243,4.938950060142611,0,1,6.624856129828203,1,0.8674541642102673,2007.0,6.0,-0.11524791364029059,8,0.9965971797455898,0.8645023736105202
6,2008,3.726366547696817,1.7243942746641827,3.1773165262994665,1,1,10.690344084835075,1,0.5943607047700545,2008.0,6.0,-0.11524791364029059,9,0.9965971797455898,0.5923382021254375
6,2009,1.998386469087253,0.7045512710741693,1.8602832602033854,1,1,3.9386008045662093,1,1.0290507018406467,2009.0,6.0,-0.11524791364029059,10,0.9965971797455898,1.0255490272696084
6,2010,3.7351533145347755,1.71084400433497,3.4764338743704943,1,1,4.562551511580474,1,0.6002207153186294,2010.0,6.0,-0.11524791364029059,11,0.9965971797455898,0.5981782721114266
6,2011,4.317556389072752,1.3744650436654093,7.083744998341463,1,1,4.848860168171775,1,1.4943292999935087,2011.0,6.0,-0.11524791364029059,12,0.9965971797455898,1.4892443659847323
6,2012,2.2098749186168525,0.6202245592534902,4.009801657813911,1,1,9.202000434758023,1,1.1939586201368362,2012.0,6.0,-0.11524791364029059,13,0.9965971797455898,1.1898957935613068
7,1999,5.935687885435874,1.9131289087536034,8.617143013572676,0,1,13.097828395500803,1,1.1336882559299593,1999.0,7.0,0.13701653708844255,0,0.9965971797455898,1.1298305185704938
7,2000,5.060549517471833,1.4569237426540123,8.232559799701441,0,1,13.676409573395159,1,1.205099489483155,2000.0,7.0,0.13701653708844255,1,0.9965971797455898,1.2009987525317625
7,2001,6.198948839283492,2.0567654821954875,8.67869068779786,0,1,11.059858681929134,1,1.104859562343265,2001.0,7.0,0.13701653708844255,2,0.9965971797455898,1.1010999238462447
7,2002,2.2364179808186084,0.08164706503332864,5.352955153967765,0,1,8.162549535777329,1,1.406414043109044,2002.0,7.0,0.13701653708844255,3,0.9965971797455898,1.4016282689170656
7,2003,6.901412950496866,2.489754270024358,8.168109761445493,1,1,3.5454217079279466,1,1.498072110033993,2003.0,7.0,0.13701653708844255,4,0.9965971797455898,1.4929744399154024
7,2004,6.13514505914167,2.696566701866674,4.487073691160083,1,1,13.096600557974696,1,0.685586343317726,2004.0,7.0,0.13701653708844255,5,0.9965971797455898,0.6832534162225374
7,2005,4.265378824422153,1.4479269597669329,4.801199752413366,1,1,9.528057984394028,1,1.271193304479933,2005.0,7.0,0.13701653708844255,6,0.9965971797455898,1.266867662156178
7,2006,5.396593248010265,2.0930553408041757,7.879921381746275,1,1,4.702316303098105,1,0.8091578633131834,2006.0,7.0,0.13701653708844255,7,0.9965971797455898,0.806404444546886
7,2007,5.105532613269722,1.9674301500925424,6.888277038866014,1,1,6.624856129828203,1,0.8674541642102673,2007.0,7.0,0.13701653708844255,8,0.9965971797455898,0.8645023736105202
7,2008,3.1520995498708233,1.0872493505859424,7.59118602990918,1,1,10.690344084835075,1,0.5943607047700545,2008.0,7.0,0.13701653708844255,9,0.9965971797455898,0.5923382021254375
7,2009,4.901717967740567,1.8456582583554593,5.662924692551521,1,1,3.9386008045662093,1,1.0290507018406467,2009.0,7.0,0.13701653708844255,10,0.9965971797455898,1.0255490272696084
7,2010,2.2553483367815907,0.7505225267380442,5.266136993730132,1,1,4.562551511580474,1,0.6002207153186294,2010.0,7.0,0.13701653708844255,11,0.9965971797455898,0.5981782721114266
7,2011,4.765774112171147,1.519113778942579,6.164767890022405,1,1,4.848860168171775,1,1.4943292999935087,2011.0,7.0,0.13701653708844255,12,0.9965971797455898,1.4892443659847323
7,2012,6.614603813665052,2.549561795347886,7.140635102730088,1,1,9.202000434758023,1,1.1939586201368362,2012.0,7.0,0.13701653708844255,13,0.9965971797455898,1.1898957935613068
8,1999,4.368389805760109,0.5742931319731752,4.709508050116066,0,1,13.097828395500803,1,1.1336882559299593,1999.0,8.0,1.6247651495513902,0,0.9965971797455898,1.1298305185704938
8,2000,6.300235491859981,1.4456963201480635,5.975359126821817,0,1,13.676409573395159,1,1.205099489483155,2000.0,8.0,1.6247651495513902,1,0.9965971797455898,1.2009987525317625
8,2001,6.172645651197155,1.4859298559392022,4.897801644805085,0,1,11.059858681929134,1,1.104859562343265,2001.0,8.0,1.6247651495513902,2,0.9965971797455898,1.1010999238462447
8,2002,7.065985745483076,1.6503122654773577,7.554709187146788,0,1,8.162549535777329,1,1.406414043109044,2002.0,8.0,1.6247651495513902,3,0.9965971797455898,1.4016282689170656
8,2003,4.935425044475443,0.592348729913654,6.389114824804789,0,1,3.5454217079279466,1,1.498072110033993,2003.0,8.0,1.6247651495513902,4,0.9965971797455898,1.4929744399154024
8,2004,5.754310198507046,1.3506718128093433,7.584547252425251,0,1,13.096600557974696,1,0.685586343317726,2004.0,8.0,1.6247651495513902,5,0.9965971797455898,0.6832534162225374
8,2005,10.21972890743437,3.1397385266360938,10.800164277209753,0,1,9.528057984394028,1,1.271193304479933,2005.0,8.0,1.6247651495513902,6,0.9965971797455898,1.266867662156178
8,2006,4.872410453333627,0.7771001680666603,8.948115247826978,0,1,4.702316303098105,1,0.8091578633131834,2006.0,8.0,1.6247651495513902,7,0.9965971797455898,0.806404444546886
8,2007,8.11192565296647,2.531611094914865,10.847520509239764,1,1,6.624856129828203,1,0.8674541642102673,2007.0,8.0,1.6247651495513902,8,0.9965971797455898,0.8645023736105202
8,2008,7.925437515475289,2.5382759622194517,11.571649989817526,1,1,10.690344084835075,1,0.5943607047700545,2008.0,8.0,1.6247651495513902,9,0.9965971797455898,0.5923382021254375
8,2009,7.682361937475102,2.334230763625859,8.869285410386448,1,1,3.9386008045662093,1,1.0290507018406467,2009.0,8.0,1.6247651495513902,10,0.9965971797455898,1.0255490272696084
8,2010,8.40362893100247,2.858529884994562,9.922110382004734,1,1,4.562551511580474,1,0.6002207153186294,2010.0,8.0,1.6247651495513902,11,0.9965971797455898,0.5981782721114266
8,2011,9.139671746604732,2.882664647820932,7.891595819049528,1,1,4.848860168171775,1,1.4943292999935087,2011.0,8.0,1.6247651495513902,12,0.9965971797455898,1.4892443659847323
8,2012,6.382722293089141,1.7070294184635155,6.710728072340473,1,1,9.202000434758023,1,1.1939586201368362,2012.0,8.0,1.6247651495513902,13,0.9965971797455898,1.1898957935613068
9,1999,2.876309437736563,1.458342854651364,5.260860948314768,0,1,13.097828395500803,1,1.1336882559299593,1999.0,9.0,-1.6817094564216213,0,0.9965971797455898,1.1298305185704938
9,2000,4.664167397001553,2.116390818115544,9.332603728414789,0,1,13.676409573395159,1,1.205099489483155,2000.0,9.0,-1.6817094564216213,1,0.9965971797455898,1.2009987525317625
9,2001,6.421058492833702,2.8595401003522207,13.111832257081602,0,1,11.059858681929134,1,1.104859562343265,2001.0,9.0,-1.6817094564216213,2,0.9965971797455898,1.1010999238462447
9,2002,2.901319654795465,1.221052152376869,7.515070590700525,0,1,8.162549535777329,1,1.406414043109044,2002.0,9.0,-1.6817094564216213,3,0.9965971797455898,1.4016282689170656
9,2003,6.493887341317287,2.5836514018592496,15.411560681235997,0,1,3.5454217079279466,1,1.498072110033993,2003.0,9.0,-1.6817094564216213,4,0.9965971797455898,1.4929744399154024
9,2004,2.119037910844652,1.141559507184161,8.457905317472548,0,1,13.096600557974696,1,0.685586343317726,2004.0,9.0,-1.6817094564216213,5,0.9965971797455898,0.6832534162225374
9,2005,4.359189922377161,2.142539122205953,10.103788634527573,1,1,9.528057984394028,1,1.271193304479933,2005.0,9.0,-1.6817094564216213,6,0.9965971797455898,1.266867662156178
9,2006,2.9069867111549805,1.8524953281109529,5.958260200889197,1,1,4.702316303098105,1,0.8091578633131834,2006.0,9.0,-1.6817094564216213,7,0.9965971797455898,0.806404444546886
9,2007,1.6784797264585651,1.3798892199003008,2.49707261668068,1,1,6.624856129828203,1,0.8674541642102673,2007.0,9.0,-1.6817094564216213,8,0.9965971797455898,0.8645023736105202
9,2008,5.568818137066783,3.007653254348269,11.729594152099107,1,1,10.690344084835075,1,0.5943607047700545,2008.0,9.0,-1.6817094564216213,9,0.9965971797455898,0.5923382021254375
9,2009,4.681520727479479,2.3897358966195004,10.821067223586853,1,1,3.9386008045662093,1,1.0290507018406467,2009.0,9.0,-1.6817094564216213,10,0.9965971797455898,1.0255490272696084
9,2010,1.3941514869119402,1.4775804010864473,0.3729767306010494,1,1,4.562551511580474,1,0.6002207153186294,2010.0,9.0,-1.6817094564216213,11,0.9965971797455898,0.5981782721114266
9,2011,5.9550139324729106,2.922568445308307,8.315678167462684,1,1,4.848860168171775,1,1.4943292999935087,2011.0,9.0,-1.6817094564216213,12,0.9965971797455898,1.4892443659847323
9,2012,3.5190399516520414,1.8764472234236196,7.76723639899353,1,1,9.202000434758023,1,1.1939586201368362,2012.0,9.0,-1.6817094564216213,13,0.9965971797455898,1.1898957935613068
10,1999,4.618032551237824,1.3154058384194174,8.63560770706125,0,1,13.097828395500803,1,1.1336882559299593,1999.0,10.0,0.006983643506564335,0,0.9965971797455898,1.1298305185704938
10,2000,5.868811954942124,1.8848928905394737,9.098927067302444,0,1,13.676409573395159,1,1.205099489483155,2000.0,10.0,0.006983643506564335,1,0.9965971797455898,1.2009987525317625
10,2001,6.900978068830752,2.453702474996599,9.100265762347112,0,1,11.059858681929134,1,1.104859562343265,2001.0,10.0,0.006983643506564335,2,0.9965971797455898,1.1010999238462447
10,2002,4.708260723506038,1.3585703033718628,5.96093907372402,0,1,8.162549535777329,1,1.406414043109044,2002.0,10.0,0.006983643506564335,3,0.9965971797455898,1.4016282689170656
10,2003,4.610443579347111,1.3050693462460463,5.133974968955121,0,1,3.5454217079279466,1,1.498072110033993,2003.0,10.0,0.006983643506564335,4,0.9965971797455898,1.4929744399154024
10,2004,5.9605626535002765,2.0953034390370555,11.006717500874341,0,1,13.096600557974696,1,0.685586343317726,2004.0,10.0,0.006983643506564335,5,0.9965971797455898,0.6832534162225374
10,2005,6.427334789670158,2.1154824127742864,9.436734825865855,0,1,9.528057984394028,1,1.271193304479933,2005.0,10.0,0.006983643506564335,6,0.9965971797455898,1.266867662156178
10,2006,3.9629576601057996,1.419962122456379,3.2384494836415487,0,1,4.702316303098105,1,0.8091578633131834,2006.0,10.0,0.006983643506564335,7,0.9965971797455898,0.806404444546886
10,2007,3.8160627855380707,1.158497820502634,6.391661056207446,0,1,6.624856129828203,1,0.8674541642102673,2007.0,10.0,0.006983643506564335,8,0.9965971797455898,0.8645023736105202
10,2008,2.4454148975438272,0.755791158650118,3.420686461980908,0,1,10.690344084835075,1,0.5943607047700545,2008.0,10.0,0.006983643506564335,9,0.9965971797455898,0.5923382021254375
10,2009,7.024601659159761,2.7331418102493963,10.53116785987291,1,1,3.9386008045662093,1,1.0290507018406467,2009.0,10.0,0.006983643506564335,10,0.9965971797455898,1.0255490272696084
